CONDITION,COUNT
Laryngeal neoplasm,4
Scoliosis surgery,3
Oscillopsia,7
Bone cyst,35
Bone hypertrophy,8
Osteosclerosis,29
Pleural fibrosis,31
Presbyacusis,26
Skin cosmetic procedure,2
Neuromyelitis optica spectrum disorder,23
Embolia cutis medicamentosa,9
Penile infection,1
Joint surgery,10
Dystonia,243
Long QT syndrome,41
Ankle arthroplasty,12
Genital herpes,44
Large intestinal obstruction,55
Product administered at inappropriate site,377
Nasal disorder,65
Blood parathyroid hormone increased,56
EGFR status assay,1
Bronchitis bacterial,26
Anticoagulation drug level above therapeutic,39
Lipase increased,141
Vestibular migraine,8
Cold urticaria,7
Muscle tension dysphonia,2
Vocal cord paralysis,50
Fine motor delay,7
Listeriosis,20
Nodal osteoarthritis,9
Sacroiliitis,70
Blood sodium increased,58
Sickle cell anaemia,9
Bladder diverticulitis,1
Fistula,210
Vaginal abscess,10
Haematocrit abnormal,22
Pancreatic failure,49
Spinal cord disorder,50
Splenitis,10
Pupillary reflex impaired,24
Venous pressure jugular decreased,2
Chronic lymphocytic leukaemia stage 0,1
Gingival operation,3
Factor V Leiden carrier,1
Cystitis noninfective,34
Mantle cell lymphoma,27
Paternal exposure during pregnancy,7
Amputation,27
Anal stenosis,12
Left atrial enlargement,14
Pulmonary valve incompetence,18
Rectal stenosis,13
Tinea capitis,3
Device damage,54
Device loosening,21
Fibroma,72
Stoma site discharge,157
Flavivirus infection,1
Suffocation feeling,71
Tuberculin test positive,96
Foreign body in eye,26
Injection site papule,36
Peripheral embolism,24
Respiratory tract infection fungal,18
Pneumocystis jirovecii pneumonia,256
Retroperitoneal haemorrhage,41
Packed red blood cell transfusion,57
Stenotrophomonas infection,32
Bicytopenia,74
Post procedural inflammation,17
Coronary artery dissection,21
Electrocardiogram QT interval,5
Use of accessory respiratory muscles,8
Abdominal infection,41
Brain natriuretic peptide increased,80
Blood urea decreased,24
Skin depigmentation,25
Polyuria,224
Facial bones fracture,83
Grunting,7
Intelligence test abnormal,2
Mean cell haemoglobin concentration decreased,34
Underweight,48
Infusion site irritation,15
Bite,8
Gingival abscess,21
Gingival erythema,17
Allergic oedema,17
Eyelid irritation,61
Eyelid pain,23
Hyperaemia,56
Mental disability,12
Catheter site related reaction,16
Device infusion issue,55
Respiratory tract infection viral,62
Middle ear effusion,63
Anal haemorrhage,68
Skeletal injury,25
Dermatomyositis,47
Urinary hesitation,39
Strangulated hernia,9
Tonic clonic movements,25
Carbon dioxide increased,42
Pseudomonas test positive,12
Cervical radiculopathy,18
Injection site nerve damage,12
Glycosylated haemoglobin abnormal,34
Sudden cardiac death,64
Necrotising colitis,16
Folate deficiency,45
Nasal herpes,7
Paraparesis,49
Dysplastic naevus,12
Jugular vein distension,22
Transplant evaluation,37
Procedural intestinal perforation,9
Gastrointestinal neoplasm,24
Multiple allergies,176
Small intestinal polypectomy,1
Cognitive linguistic deficit,6
Lymphocyte count abnormal,35
Renal stone removal,14
Spinal fusion surgery,83
Glomerular filtration rate abnormal,36
Glycosylated haemoglobin decreased,36
Hypertrophic cardiomyopathy,44
Dermatitis exfoliative generalised,179
Mastitis,48
Meningococcal infection,5
Testicular pain,50
Gastrointestinal hypomotility,35
Arachnodactyly,1
Brachydactyly,5
Clinodactyly,1
Ear malformation,6
Knee deformity,28
Kyphosis,33
Marfan's syndrome,2
Monolid eyes,1
Poor personal hygiene,6
Gastric ulcer perforation,26
Alcoholism,218
Blood cholesterol abnormal,80
Blood magnesium abnormal,20
Blood potassium abnormal,71
Blood urea abnormal,15
Blood uric acid abnormal,8
Cardiopulmonary failure,71
Dental gangrene,2
Dissociative identity disorder,7
Libido disorder,15
Tic,81
Transaminases abnormal,17
Acute left ventricular failure,36
Chronic left ventricular failure,21
Blood parathyroid hormone decreased,50
Granuloma skin,37
Intracardiac thrombus,58
Necrosis,130
Blepharitis allergic,5
Iron overload,17
Urethritis,16
Administration site discolouration,8
Administration site infection,3
Administration site pain,20
Administration site swelling,14
Pterygium,7
Clear cell renal cell carcinoma,16
Polymyalgia rheumatica,73
Arterial fibrosis,2
Senile osteoporosis,1
Basosquamous carcinoma of skin,2
Bowen's disease,40
Breast tenderness,136
Premenstrual syndrome,21
Joint ankylosis,12
Osteolysis,34
Uterine disorder,44
Exposure to mould,15
Papillary thyroid cancer,29
Medical device implantation,21
Coombs test positive,5
Haemorrhoidal haemorrhage,88
Non-small cell lung cancer,48
Joint lock,67
Physical disability,54
Mesenteritis,9
Muscle hypertrophy,9
X-ray abnormal,28
Gastric perforation,54
Suture rupture,26
Immunology test abnormal,5
Blood testosterone abnormal,16
Alcohol problem,4
Facial neuralgia,10
Behaviour disorder,197
Craniofacial deformity,13
Cytogenetic abnormality,19
Low set ears,13
Macrocephaly,10
Enthesopathy,77
Sinonasal obstruction,9
Extradural haematoma,33
Factor IX inhibition,6
Nephritis,110
Nephrotic syndrome,186
Dermatitis allergic,285
Pruritus allergic,58
Lupus-like syndrome,154
Incision site complication,11
Intercepted product administration error,17
Hepatic cancer stage IV,1
Rotavirus infection,17
Abscess drainage,18
Yawning,103
Application site pruritus,292
Intrusive thoughts,24
Haemorrhagic disorder,19
Medial tibial stress syndrome,11
Vitamin B12 deficiency,80
Guttate psoriasis,14
Agnosia,5
Dysacusis,2
Non-24-hour sleep-wake disorder,2
Loss of dreaming,2
Inhibitory drug interaction,44
Cytomegalovirus chorioretinitis,52
Retinal haemorrhage,118
Retinal vasculitis,10
Human chorionic gonadotropin increased,37
Dyslexia,22
Dyschromatopsia,33
Gastritis haemorrhagic,30
Allergic transfusion reaction,7
Dizziness exertional,11
Anaplastic astrocytoma,2
Encephalomyelitis,9
Tumefactive multiple sclerosis,8
Angiocardiogram,4
Arterial injury,8
Pharyngo-oesophageal diverticulum,4
Cerebral ventricle collapse,5
Ehlers-Danlos syndrome,10
Temporomandibular joint syndrome,65
Anaemia of pregnancy,2
Cardioversion,22
Infective pericardial effusion,6
Freezing phenomenon,147
On and off phenomenon,167
Stoma site discomfort,17
Stoma site irritation,32
Stoma site reaction,38
Vulvovaginal burning sensation,164
Kounis syndrome,67
Breast cancer stage IV,20
Neutrophil count abnormal,52
Gastrointestinal polyp,19
Aortic dilatation,30
Caudal regression syndrome,1
Congenital absence of vertebra,1
Congenital amputation,1
Congenital musculoskeletal anomaly,8
Dilatation ventricular,12
Haemangioma congenital,22
Left atrial dilatation,38
Lung hypoinflation,5
Neonatal respiratory distress,19
Neonatal tachypnoea,7
Renal aplasia,14
Right ventricular enlargement,13
Right ventricular hypertrophy,17
Sacral hypoplasia,1
Truncus arteriosus persistent,6
Ventricular dysfunction,33
Ventricular enlargement,5
Peripheral motor neuropathy,33
Joint contracture,15
Rheumatic disorder,58
Central nervous system vasculitis,26
Macular fibrosis,24
Retinal tear,48
Transplantation complication,8
Arteriovenous malformation,23
Hereditary haemorrhagic telangiectasia,4
Guillain-Barre syndrome,115
Crystal deposit intestine,12
Endoscopy gastrointestinal abnormal,2
Atrophic glossitis,3
Blood sodium abnormal,17
Large intestine fibroma,3
Mucormycosis,102
Mycobacterium avium complex infection,49
Complex regional pain syndrome,33
Cardiac contusion,3
Continuous haemodiafiltration,4
Cytokine storm,9
Gastrointestinal oedema,46
Platelet transfusion,18
Purpura fulminans,5
Helplessness,25
Diabetic retinal oedema,9
Phlebitis superficial,10
Piloerection,17
Chronic gastritis,59
Mammogram abnormal,11
Murphy's sign positive,5
Sarcoidosis,116
Bladder operation,24
Cerumen removal,2
Ear haemorrhage,42
Lung transplant,106
Thyroid hormones increased,31
Administration site odour,6
Thrombosis in device,41
Infestation,5
Prostate cancer stage II,2
Hepatitis toxic,35
Methaemoglobinaemia,84
Poisoning deliberate,223
Tongue neoplasm malignant stage unspecified,14
Chronic hepatitis,13
Oesophageal spasm,35
Acute pulmonary oedema,96
Mucocutaneous ulceration,5
Lip oedema,132
International normalised ratio abnormal,55
Fulminant type 1 diabetes mellitus,46
Atrial tachycardia,52
Bile output increased,4
Eyelid cyst,9
Incision site haemorrhage,14
Intraventricular haemorrhage,58
Ruptured cerebral aneurysm,11
Accidental underdose,246
Granulomatous liver disease,5
Myocardial necrosis,11
Myocarditis,322
Perineal ulceration,5
Retinal exudates,9
Malabsorption from injection site,2
Product deposit,38
Catatonia,115
Exposure to allergen,9
Paranasal sinus discomfort,88
Recalled product administered,204
Retinal injury,18
Helicobacter test positive,18
Injection site atrophy,37
Normal newborn,62
Gastroenteritis staphylococcal,5
Occult blood positive,38
Impaired reasoning,9
Incisional hernia,40
Circumoral swelling,1
Lip pruritus,16
Diaphragmatic hernia,36
Prescription drug used without a prescription,181
Cardiac output decreased,12
Birth mark,13
Elbow deformity,14
Lordosis,7
Otitis media,83
Phobia,12
Atrophic vulvovaginitis,11
Cell marker increased,17
Herpes zoster meningitis,7
Acute myeloid leukaemia,284
Blood insulin increased,10
Daydreaming,40
Tumour compression,6
Leukocyturia,33
Breast cyst excision,3
Toe operation,16
Exposure to toxic agent,15
Foaming at mouth,46
Parosmia,124
Macular hole,38
Myomectomy,3
Monoparesis,53
Pneumocephalus,6
Lung adenocarcinoma stage IV,11
Metastases to central nervous system,280
Forearm fracture,17
Tumour haemorrhage,85
Bacterial abdominal infection,2
Cervix carcinoma,59
Myelodysplastic syndrome,232
Hepatic cyst infection,4
Thrombotic thrombocytopenic purpura,47
Coronary artery thrombosis,20
Maternal exposure timing unspecified,46
Coating in mouth,18
Gene mutation,51
Maternal exposure during breast feeding,99
Respiratory syncytial virus infection,166
Exostosis of jaw,11
Hyperkinesia,74
Reduced facial expression,29
Stoma site infection,53
Urine sodium increased,6
Cerebral haematoma,76
Loss of proprioception,5
Nasal oedema,36
Piriformis syndrome,2
Postoperative respiratory failure,9
Squamous cell carcinoma of the tongue,10
Tongue haemorrhage,21
Fistula of small intestine,13
Intestinal anastomosis,7
Intestinal anastomosis complication,1
Intestinal fistula,31
Periprocedural myocardial infarction,2
Proctitis,36
Cataract cortical,3
Molluscum contagiosum,18
Optic neuropathy,31
Anion gap increased,30
Basophil count decreased,6
Blood immunoglobulin G increased,32
Carbon dioxide decreased,33
Hepatitis acute,166
Hemiparaesthesia,27
Bronchitis viral,29
Ovarian remnant syndrome,1
Cervical polyp,3
Vaginal relaxation,1
Angiokeratoma,1
Narcolepsy,58
Retinal degeneration,23
Facial nerve disorder,13
Cataplexy,23
Oesophageal stenosis,62
Oliguria,148
Vitreous adhesions,10
Cervical vertebral fracture,76
Erysipelas,150
Pulmonary toxicity,167
Drug-device interaction,11
Iridocyclitis,69
Multiple use of single-use product,50
Vitritis,41
Blood calcium abnormal,34
Pituitary cyst,3
Pituitary enlargement,6
Binocular eye movement disorder,7
Pulmonary endarterectomy,11
White blood cell disorder,45
Appendicitis perforated,44
Carpal tunnel decompression,18
Product colour issue,114
Mechanical ileus,23
Osteogenesis imperfecta,11
Taciturnity,3
Acquired cardiac septal defect,2
Hysterectomy,139
Uterine enlargement,15
Pulmonary haemorrhage,149
Disease prodromal stage,3
Bronchial disorder,46
Gastritis fungal,6
Metastases to meninges,60
Non-small cell lung cancer stage IV,12
Blood ketone body increased,17
Blood urea nitrogen/creatinine ratio increased,12
Prerenal failure,64
Fibrin D dimer increased,51
Generalised non-convulsive epilepsy,5
Sopor,522
Therapy naive,8
Prostatic specific antigen increased,258
Systemic infection,31
Autoimmune hepatitis,167
Cholangitis sclerosing,60
Leukoderma,7
Tri-iodothyronine free decreased,4
Spinal ligament ossification,1
Intestinal strangulation,5
Lip and/or oral cavity cancer,20
Skin test positive,8
Dermoid cyst,12
Primary myelofibrosis,18
Moyamoya disease,4
Grimacing,13
Peritoneal hernia,4
Stoma site extravasation,24
Infusion site hypoaesthesia,3
Infusion site reaction,41
Electrolyte depletion,19
Toxic skin eruption,245
Peritoneal haemorrhage,34
Electrocardiogram ST segment abnormal,8
Subendocardial ischaemia,5
Product use in unapproved therapeutic environment,7
Infertility,22
Acrochordon,35
Fear of disease,13
Neutrophil Pelger-Huet anomaly present,1
Colorectal cancer,46
Rectal ulcer haemorrhage,8
Aura,37
Prosthesis user,4
Rheumatic fever,19
Body mass index increased,27
Gastroenteritis salmonella,19
Genital injury,3
Hair disorder,993
Laryngeal inflammation,8
Intraocular melanoma,2
Malignant neoplasm of eye,4
Extravasation,63
Genital cyst,5
Tongue discolouration,73
Disease susceptibility,8
Fluid imbalance,12
Sinusitis fungal,19
Biliary tract infection,9
Infective spondylitis,10
Post-traumatic pain,15
Diverticulum intestinal haemorrhagic,29
Blood lactate dehydrogenase decreased,6
Cold type haemolytic anaemia,3
Granulocyte count decreased,30
Hernia pain,15
Nuchal rigidity,18
Plateletcrit decreased,2
Thrombocytopenic purpura,38
Fumbling,2
Pericardial disease,2
Perforation,39
Blood iron abnormal,44
Refractory cytopenia with unilineage dysplasia,13
Streptococcal sepsis,25
Malaria,9
Enzyme level increased,22
Neurosis,7
Ovarian enlargement,8
Tumour marker increased,141
Eustachian tube disorder,5
Pseudomembranous colitis,35
Blast crisis in myelogenous leukaemia,19
Radiation associated pain,10
Gastrointestinal stoma output decreased,3
Medical device change,9
Abnormal sleep-related event,21
Hyperchlorhydria,425
Cardiac valve vegetation,9
Defiant behaviour,10
Blood antidiuretic hormone abnormal,2
Blood corticotrophin abnormal,3
Acute aortic syndrome,1
Aortic intramural haematoma,6
Intraneural cyst,2
Dactylitis,29
Vascular graft,41
Janeway lesion,1
Splinter haemorrhages,1
Hepatoblastoma,5
Small cell lung cancer,38
Anti-thyroid antibody positive,21
Thrombotic microangiopathy,203
Thyroid stimulating immunoglobulin,4
Thyroxine free,2
Tri-iodothyronine free,1
Central venous catheter removal,10
General physical condition decreased,99
Occupational exposure to dust,3
Sinus polyp,15
Symptom recurrence,73
DNA antibody positive,4
Hepatic artery aneurysm,4
Monoclonal gammopathy,19
Candida nappy rash,4
Neonatal hyponatraemia,3
Transient tachypnoea of the newborn,5
Cytomegalovirus gastrointestinal ulcer,6
Lipid metabolism disorder,7
Leukoplakia oral,14
Atrioventricular septal defect,7
Congenital umbilical hernia,23
Nasal inflammation,29
Actinic elastosis,1
Stress cardiomyopathy,136
Large intestinal haemorrhage,51
Cytology abnormal,6
Postural tremor,13
Myositis ossificans,2
Amniotic cavity infection,26
Uterine hypotonus,2
Effusion,29
Conduction disorder,28
Congenital heart valve disorder,2
Congenital pulmonary valve atresia,3
Congenital tricuspid valve atresia,4
Dilatation atrial,14
Ebstein's anomaly,2
Hypertrophic scar,4
Laevocardia,6
Periorbital cellulitis,10
Pityriasis rosea,4
Pulmonary artery atresia,1
Right atrial enlargement,8
Right ventricle outflow tract obstruction,2
Ventricular tachyarrhythmia,1
Hepatic necrosis,46
Apraxia,55
Oesophageal ulcer,43
Psychiatric evaluation,3
Ear swelling,55
Blood electrolytes decreased,35
Prothrombin time shortened,38
Neck surgery,54
Fungal oesophagitis,13
Secondary immunodeficiency,43
Cardiac cirrhosis,7
Portal hypertensive gastropathy,7
Growth failure,22
Catarrh,37
Product use complaint,386
CREST syndrome,10
Band sensation,47
Acne cystic,185
Mycotic allergy,22
Facial asymmetry,28
Postictal state,27
Marrow hyperplasia,15
Stress urinary incontinence,19
Dialysis,414
Retinal toxicity,42
Haemorrhage subcutaneous,65
Campylobacter colitis,3
Pharyngeal paraesthesia,65
Exposure via breast milk,125
Graft versus host disease,152
Cluster headache,53
Cerebellar haemorrhage,45
Metrorrhagia,246
Cytomegalovirus test positive,35
Pneumonia respiratory syncytial viral,15
Viral rash,8
Liquid product physical issue,83
Barotrauma,3
Faecal calprotectin increased,133
Gastrointestinal stoma output increased,5
Synovial disorder,14
Exfoliative rash,34
Gastrointestinal fistula,28
Intestinal resection,151
Perirectal abscess,24
Postmenopausal haemorrhage,40
Gastrointestinal carcinoma,58
Hereditary angioedema,361
Amylase increased,94
Ovarian mass,9
Gun shot wound,11
Expanded disability status scale score increased,38
Hyperglycaemic hyperosmolar nonketotic syndrome,48
Substance use,23
